YEAR,Week,Visitor,Home,Vis Score,Home Score,Visitor Rank,Home Rank,Vis_User,Home_User,Reg Season,Conf Title,Bowl,Natty Game,Status,Kickoff_Time,TV_Broadcast,Source,Visitor Record,Home Record
2042,0,Texas State,Eastern Michigan,36,22,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,0,Tulane,UConn,28,31,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,0,Delaware,Washington State,31,38,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Georgia,NC State,33,15,15,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Clemson,Texas,37,49,,10,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Texas Tech,Georgia Tech,48,10,3,20,Noah,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,LSU,Kansas State,48,20,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Western Kentucky,Virginia,37,34,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Jacksonville State,Rutgers,17,38,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,USF,Hammond,77,24,8,16,Josh,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Temple,TCU,7,50,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Mississippi State,Coastal Carolina,42,20,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Oklahoma State,Syracuse,42,37,17,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Missouri,Rapid City,28,31,,2,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Baylor,Miami University,50,6,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Wake Forest,Wisconsin,36,34,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,South Alabama,South Carolina,22,24,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Louisiana,East Carolina,37,55,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Hawai'i,West Virginia,13,49,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Texas State,UConn,36,39,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Vanderbilt,Army,38,17,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Arkansas State,UCF,28,33,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,North Carolina,Florida State,35,56,,19,,Nick,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Boston College,Appalachian State,28,35,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Toledo,Boise State,31,10,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Texas A&M,Arkansas,38,24,5,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Washington,Florida,21,56,,12,,Doug,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Ole Miss,Nebraska,41,24,13,6,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Ball State,North Texas,14,31,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,James Madison,Colorado,37,22,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Central Michigan,Utah State,31,10,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Cincinnati,SMU,22,38,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Arizona,Minnesota,29,26,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Iowa State,Notre Dame,14,70,,4,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Georgia State,Ohio State,7,43,,25,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Troy,Alabama,24,35,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Utah,UTEP,31,38,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Delaware,Panama City,0,54,,24,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,Alabaster,Oklahoma,31,45,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Old Dominion,Charlotte,59,61,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Northwestern,Liberty,28,34,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Stanford,San Jose State,61,71,,9,,Mike,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Miami,Bowling Green,28,56,23,1,,Devin,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Western Michigan,Tulsa,38,49,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Kennesaw State,UTSA,35,45,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,1,Louisville,Sam Houston,14,49,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,Michigan,Arizona State,42,26,7,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,California,Fresno State,26,34,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,1,FCS West,Houston,24,45,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,UL Monroe,28,38,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Memphis,21,56,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Tulane,33,38,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Georgia Southern,17,24,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Marshall,3,54,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Illinois,44,14,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Missouri State,3,33,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Tennessee,0,34,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Florida International,0,41,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Midwest,Navy,7,56,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Pittsburgh,0,41,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Middle Tennessee,19,29,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Penn State,0,52,,22,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS West,Rice,13,21,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Ohio,7,45,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Gate City,31,25,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,UCLA,3,38,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS West,Indiana,6,41,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Akron,28,34,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Colorado State,3,37,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Duke,6,51,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS West,Wyoming,10,56,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Purdue,10,41,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Maryland,17,35,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Midwest,Virginia Tech,0,61,,21,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Michigan State,17,41,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Death Valley,14,63,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Midwest,Auburn,6,42,,11,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Louisiana Tech,10,52,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,UMass,14,52,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS West,BYU,3,52,,18,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,Kent State,14,38,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Northwest,Kentucky,14,44,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS East,San Diego State,28,38,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Midwest,Southern Mississippi,21,24,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS West,Kansas,7,48,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Midwest,Oregon,0,59,,14,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS West,New Mexico State,29,44,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,1,FCS Southeast,Oregon State,20,34,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,2,Arizona State,UTSA,70,17,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Georgia State,Oregon State,31,20,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,2,Rice,Baylor,28,49,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Michigan State,Mississippi State,24,20,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Navy,UMass,21,13,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Purdue,Notre Dame,31,52,,4,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Iowa State,Iowa,31,28,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Tennessee,Maryland,45,7,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,California,Eastern Michigan,27,45,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,2,Illinois,UNLV,44,24,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,UL Monroe,Old Dominion,34,42,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Syracuse,Central Michigan,35,32,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,2,Ohio,Georgia Southern,57,55,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Sam Houston,Washington State,41,24,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Temple,Fresno State,37,40,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Florida State,Nebraska,21,43,19,6,Nick,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Middle Tennessee,LSU,14,69,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,San Jose State,Texas,38,37,9,10,Mike,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,2,Minnesota,Wyoming,10,47,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Vanderbilt,Louisiana,48,36,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,2,Kansas State,Delaware,30,32,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,TCU,Texas Tech,13,36,,3,,Noah,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Charlotte,Florida International,42,37,,,,,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,2,Tulane,UTEP,55,30,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,2,Army,Kansas,24,49,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Bowling Green,Penn State,49,21,1,22,Devin,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Troy,Jacksonville State,36,15,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,NC State,Florida,26,43,,12,,Doug,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,East Carolina,Missouri State,38,20,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,UCF,Colorado,59,10,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,2,Liberty,James Madison,36,35,,,,,1,0,0,0,FINAL,,National,full_schedule,,
