Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
73,Washington,5,5,0.5,-0.112,3.012,0.1472,55.6,1W,1,#9,10
74,Florida International,5,5,0.5,-0.191,-3.146,-0.088,-7.9,1W,0,,10
75,Hawai'i,5,3,0.625,-0.228,-2.869,0.0238,-8.0,2W,0,,8
76,Indiana,5,5,0.5,-0.423,-1.01,-0.0246,-6.0,2W,0,,10
77,Memphis,6,4,0.6,-0.774,-2.111,0.0613,20.2,4W,0,,10
78,UTSA,7,3,0.7,-0.97,-4.704,0.0768,44.0,3W,0,,10
79,New Mexico State,6,4,0.6,-1.128,-4.619,-0.0239,11.6,1L,0,,10
80,Temple,6,5,0.545,-1.238,0.724,0.1236,34.4,2L,0,,11
81,Arkansas,4,6,0.4,-1.302,4.431,0.0099,-5.6,3W,0,,10
82,Arkansas State,5,6,0.455,-1.84,-1.39,-0.0749,25.9,1L,0,,11
83,Texas State,4,6,0.4,-1.905,-3.973,-0.2176,-56.0,1W,0,,10
84,UCF,5,6,0.455,-2.35,1.228,0.0224,-16.0,2L,0,,11
85,Sam Houston,6,6,0.5,-2.446,-4.888,-0.152,3.9,1L,0,,12
86,Louisiana,5,5,0.5,-2.543,-4.85,-0.1542,-42.5,1L,0,,10
87,Cincinnati,5,5,0.5,-2.991,-4.346,-0.112,-41.6,1W,0,,10
88,UNLV,4,6,0.4,-3.098,-1.36,-0.1268,-10.1,1L,0,,10
89,Purdue,4,7,0.364,-3.223,4.208,-0.0006,51.2,1W,1,#7,11
90,Kent State,4,6,0.4,-3.317,1.003,-0.1,-19.0,1L,0,,10
91,UTEP,6,4,0.6,-3.393,-2.35,0.0408,26.5,1L,0,,10
92,Georgia State,4,6,0.4,-3.429,-2.623,-0.1472,-41.1,2W,0,,10
93,Appalachian State,4,6,0.4,-3.439,-2.843,-0.1852,-0.2,2L,0,,10
94,Vanderbilt,6,4,0.6,-3.48,-3.925,-0.0296,-9.0,1L,0,,10
95,Utah,4,8,0.333,-3.772,-3.875,-0.3063,0.8,2W,3,#15,12
96,Oregon State,4,6,0.4,-4.367,-1.098,-0.1099,1.7,1W,0,,10
97,Miami University,5,4,0.556,-4.384,-0.153,0.0571,40.8,4W,0,,9
98,Kansas State,5,5,0.5,-4.494,2.649,0.1148,60.0,1L,0,,10
99,Hawaii,1,4,0.2,-4.567,-0.697,-0.338,-38.7,4L,0,,5
100,South Alabama,6,5,0.545,-4.873,-5.456,-0.1159,-1.5,3L,0,,11
101,Iowa State,4,6,0.4,-4.938,-1.839,-0.1754,-40.3,4L,0,,10
102,Old Dominion,4,6,0.4,-5.476,-1.316,-0.1444,24.9,2L,0,,10
103,Central Michigan,5,5,0.5,-5.484,-5.732,-0.2092,-38.2,1L,0,,10
104,Tennessee,3,7,0.3,-5.613,6.011,0.0063,14.1,1W,0,,10
105,Stanford,2,8,0.2,-5.797,1.041,-0.2599,-33.0,7L,0,,10
106,Tulsa,5,5,0.5,-5.872,0.293,0.0246,68.5,4L,0,,10
107,Coastal Carolina,4,7,0.364,-6.002,-2.259,-0.2004,37.0,1L,0,,11
108,Massachusetts,4,6,0.4,-6.068,-0.9,-0.1394,-23.0,1W,0,,10
109,Boston College,4,6,0.4,-6.125,-4.414,-0.2183,-40.0,2L,0,,10
110,Alabaster,4,7,0.364,-6.515,-2.194,-0.1997,96.2,1W,1,#24,11
111,Rice,2,8,0.2,-6.586,0.664,-0.2415,-0.6,4L,0,,10
112,Colorado State,4,7,0.364,-6.717,-1.689,-0.1569,5.5,1W,0,,11
113,Syracuse,4,6,0.4,-7.232,0.173,-0.0627,-15.0,2L,0,,10
114,Colorado,3,7,0.3,-7.247,-1.257,-0.2197,-21.6,2L,1,#22,10
115,Louisville,3,7,0.3,-7.656,1.723,-0.1423,38.2,1W,0,,10
116,Death Valley,5,6,0.455,-7.76,-0.684,-0.0551,145.9,1W,1,#15,11
117,UConn,5,6,0.455,-7.962,-2.178,-0.0973,29.7,1W,0,,11
118,Missouri,3,7,0.3,-7.998,1.04,-0.1761,-16.0,2L,0,,10
119,Western Michigan,5,6,0.455,-8.223,-3.247,-0.1376,39.4,1W,0,,11
120,Middle Tennessee,3,7,0.3,-8.348,0.739,-0.1606,40.8,1L,0,,10
121,Rapid City,4,8,0.333,-8.845,-1.188,-0.1755,22.4,7L,0,,12
122,Air Force,4,6,0.4,-9.976,-3.916,-0.2028,20.2,3L,0,,10
123,James Madison,4,7,0.364,-10.254,-3.125,-0.2254,42.9,1W,0,,11
124,Kentucky,2,8,0.2,-10.461,6.115,-0.1246,-25.0,8L,0,,10
125,Iowa,3,7,0.3,-10.539,-0.842,-0.231,-37.7,1W,0,,10
126,Ball State,3,8,0.273,-10.688,-1.631,-0.2676,19.4,1W,0,,11
127,Illinois,3,7,0.3,-11.855,-3.874,-0.3007,75.1,3L,1,#19,10
128,Army,3,7,0.3,-12.176,-0.516,-0.2063,34.3,2L,0,,10
129,Akron,3,8,0.273,-12.279,-3.722,-0.3316,31.8,1W,0,,11
130,California,2,9,0.182,-12.32,1.833,-0.2183,-15.2,6L,0,,11
131,Minnesota,3,7,0.3,-12.712,0.212,-0.1979,-4.2,2L,0,,10
132,Western Kentucky,2,8,0.2,-13.396,-0.356,-0.288,29.4,1L,0,,10
133,UL Monroe,2,9,0.182,-14.723,-2.064,-0.3534,-8.3,2L,0,,11
134,Utah State,1,9,0.1,-15.349,-1.061,-0.4232,-54.0,6L,0,,10
135,Jacksonville State,1,9,0.1,-15.643,-0.05,-0.3761,-54.0,7L,0,,10
136,Maryland,1,9,0.1,-16.168,-1.901,-0.443,-42.0,9L,0,,10
137,South Carolina,1,9,0.1,-16.505,4.426,-0.2852,-6.1,9L,0,,10
