Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
40,Marshall,2,1,0.667,5.856,-5.49,0.0329,-28.3,1L,0,,3
41,Georgia Tech,2,1,0.667,5.823,-3.557,0.0211,-2.0,2W,0,,3
42,Virginia Tech,2,1,0.667,5.757,-3.021,0.108,-3.0,1L,0,,3
43,Kansas,3,1,0.75,5.739,-13.556,-0.081,-14.1,1W,0,,4
44,Oklahoma State,3,0,1.0,5.57,-9.396,0.2582,4.0,3W,1,#24,3
45,Troy,2,2,0.5,5.539,-4.458,-0.0951,-28.9,1W,0,,4
46,Ohio State,2,2,0.5,5.403,0.269,0.0229,-11.0,1L,0,,4
47,Florida State,2,1,0.667,5.368,-3.801,0.1009,2.0,1W,0,,3
48,Louisiana Tech,2,1,0.667,4.971,-5.261,0.0587,-1.0,1L,0,,3
49,Ohio,2,1,0.667,4.891,-6.087,0.0141,-21.2,1L,0,,3
50,Rutgers,3,1,0.75,4.756,-7.024,0.0757,-2.0,1L,0,,4
51,New Mexico State,3,1,0.75,4.667,-10.202,0.007,-26.5,2W,0,,4
52,Air Force,2,0,1.0,4.502,-9.531,0.25,3.0,2W,0,,2
53,Baylor,3,1,0.75,4.422,-10.691,-0.0018,-3.0,1W,0,,4
54,Wisconsin,1,2,0.333,4.193,-0.817,-0.1385,-12.0,1L,0,,3
55,Kentucky,2,1,0.667,4.06,-6.415,0.007,-1.0,1L,0,,3
56,Tulane,3,2,0.6,3.704,-9.929,-0.1845,-60.8,1L,0,,5
57,Texas,1,2,0.333,3.536,7.203,0.0516,-1.0,2L,0,,3
58,Eastern Michigan,3,1,0.75,3.149,-6.239,0.132,-2.1,3W,0,,4
59,Oklahoma,3,1,0.75,2.784,-6.468,0.088,2.0,1W,0,,4
60,Memphis,2,1,0.667,2.595,-3.346,0.1315,1.0,1W,0,,3
61,Liberty,3,1,0.75,2.395,-5.246,0.1373,0.0,1L,0,,4
62,Auburn,3,1,0.75,2.346,-3.844,0.1532,4.0,1W,1,#16,4
63,Fresno State,4,0,1.0,2.099,-4.338,0.3944,23.9,4W,0,,4
64,Missouri State,2,1,0.667,1.84,-4.19,0.0516,-3.0,1W,0,,3
65,Clemson,1,2,0.333,1.785,-6.3,-0.2723,-4.0,1L,0,,3
66,Panama City,2,2,0.5,1.534,-2.967,-0.0898,-25.3,1L,0,,4
67,North Texas,3,1,0.75,1.468,-12.1,-0.0933,-25.1,1L,0,,4
68,Central Michigan,2,1,0.667,1.201,-16.134,-0.2394,-30.5,1W,0,,3
69,James Madison,2,1,0.667,0.678,-9.846,-0.0657,-5.0,1W,0,,3
70,Arizona,3,1,0.75,0.349,-13.339,-0.0915,-23.1,1L,0,,4
71,Charlotte,3,1,0.75,0.017,-5.002,0.1268,-2.0,1W,0,,4
72,North Carolina,1,1,0.5,-0.138,-6.811,-0.1444,-2.0,1W,0,,2
73,Temple,2,2,0.5,-0.512,-2.56,-0.0264,-9.0,2W,0,,4
74,Purdue,2,2,0.5,-0.794,-2.124,-0.0194,-7.0,1L,0,,4
75,Texas State,2,1,0.667,-0.854,-9.578,-0.0751,-0.7,1W,0,,3
76,UCF,2,1,0.667,-0.875,-1.62,0.1385,0.0,1L,0,,3
77,Iowa,1,1,0.5,-1.564,-11.663,-0.2993,-24.2,1W,0,,2
78,Arkansas State,1,3,0.25,-1.72,-0.975,-0.2535,-18.0,1L,0,,4
79,Rapid City,3,1,0.75,-1.905,-4.347,0.1919,28.2,1L,0,,4
80,Boise State,2,2,0.5,-1.914,-8.865,-0.213,-30.9,1W,0,,4
81,Southern Mississippi,3,1,0.75,-2.068,-7.172,0.0687,-2.0,2W,0,,4
82,Cincinnati,1,3,0.25,-2.19,5.584,-0.1021,-17.0,1L,0,,4
83,South Alabama,2,1,0.667,-2.333,-17.869,-0.277,-33.5,2W,0,,3
84,Georgia Southern,2,2,0.5,-2.664,0.636,0.0581,28.5,1W,0,,4
85,Hawai'i,2,2,0.5,-2.906,-1.848,-0.0335,-9.0,1L,0,,4
86,Kent State,1,2,0.333,-3.303,-9.808,-0.4202,-34.3,2L,0,,3
87,Kansas State,2,2,0.5,-3.466,-0.968,-0.0511,-10.3,2W,0,,4
88,Florida International,1,2,0.333,-3.756,-5.382,-0.2958,-8.0,2L,0,,3
89,Massachusetts,1,2,0.333,-4.004,2.789,-0.0469,-8.0,2L,0,,3
90,Louisiana,1,2,0.333,-4.321,2.821,-0.0681,-12.0,1W,0,,3
91,Iowa State,2,2,0.5,-4.336,3.292,0.0915,12.5,1W,0,,4
92,Northwestern,2,1,0.667,-4.72,-3.976,0.0869,21.2,2W,0,,3
93,California,1,3,0.25,-4.86,-2.756,-0.2658,-18.0,1L,0,,4
94,Washington State,2,2,0.5,-4.964,-7.464,-0.1831,-9.0,1W,0,,4
95,UTEP,2,1,0.667,-5.071,-9.344,-0.0681,-3.0,1W,0,,3
96,Alabaster,2,2,0.5,-5.127,-4.79,-0.1303,57.0,2W,1,#24,4
97,Georgia State,2,2,0.5,-5.149,-5.333,-0.0986,-5.0,1W,0,,4
98,Miami,2,3,0.4,-5.438,2.588,-0.1,-2.0,2W,0,,5
99,UTSA,3,1,0.75,-5.649,-2.834,0.1866,26.4,2W,0,,4
100,Kennesaw State,1,3,0.25,-5.729,3.007,-0.1901,-10.0,2L,0,,4
101,NC State,1,2,0.333,-5.75,11.298,0.1643,27.1,1W,0,,3
102,Washington,2,2,0.5,-5.843,0.778,0.0387,-5.0,1L,0,,4
103,Boston College,2,2,0.5,-6.118,-15.772,-0.375,-29.5,1L,0,,4
104,Death Valley,1,2,0.333,-6.604,-4.41,-0.27,-12.0,2L,0,,3
105,Western Michigan,1,2,0.333,-6.606,-4.415,-0.3239,-9.0,1W,0,,3
106,Oregon State,2,2,0.5,-6.712,-8.46,-0.1972,-7.0,1W,0,,4
107,Middle Tennessee,2,1,0.667,-6.799,0.532,0.1643,21.7,1W,0,,3
108,Hammond,1,3,0.25,-7.069,6.326,-0.088,-7.0,1W,0,,4
109,Tulsa,3,1,0.75,-7.465,-4.466,0.1338,27.9,1W,0,,4
110,Ball State,1,3,0.25,-7.62,-2.776,-0.3275,-18.0,2L,0,,4
111,Delaware,2,2,0.5,-8.556,-6.148,-0.1637,14.1,2W,0,,4
112,Virginia,1,2,0.333,-9.163,-10.862,-0.4014,-29.9,1W,0,,3
113,San Diego State,1,2,0.333,-9.928,-2.391,-0.2089,-12.0,2L,0,,3
114,Colorado,2,2,0.5,-10.325,-8.686,-0.2165,-9.0,2W,0,,4
115,Syracuse,2,2,0.5,-10.731,-4.498,-0.1162,27.5,1L,0,,4
116,Louisville,1,2,0.333,-10.958,-0.452,-0.1291,-12.0,1W,0,,3
117,Arkansas,1,2,0.333,-11.215,10.368,0.0962,23.8,1W,0,,3
118,Western Kentucky,1,2,0.333,-11.51,-4.222,-0.2723,14.0,2L,0,,3
119,Old Dominion,1,2,0.333,-12.012,-5.892,-0.3404,-5.0,1L,0,,3
120,Illinois,1,1,0.5,-12.031,-15.598,-0.4049,3.0,1W,0,,2
121,UL Monroe,1,3,0.25,-12.256,-3.048,-0.2746,-18.0,3L,0,,4
122,Coastal Carolina,1,3,0.25,-12.376,-0.288,-0.2254,-18.0,1W,0,,4
123,UConn,3,3,0.5,-12.891,-1.985,-0.0305,50.7,1W,0,,6
124,Missouri,0,3,0.0,-14.091,7.949,-0.2606,-14.0,3L,0,,3
125,Appalachian State,1,2,0.333,-14.192,-8.253,-0.3897,24.7,2L,0,,3
126,UNLV,1,2,0.333,-14.324,-9.851,-0.4225,-12.0,1W,0,,3
127,Utah,0,4,0.0,-14.863,0.236,-0.4842,-14.0,4L,0,,4
128,Gate City,0,4,0.0,-15.557,-8.149,-0.6778,-18.0,4L,0,,4
129,Maryland,1,3,0.25,-15.719,-0.475,-0.2289,-14.0,3L,0,,4
130,Army,1,2,0.333,-15.849,1.098,-0.1056,-12.0,1W,0,,3
131,Rice,1,3,0.25,-16.12,1.723,-0.1567,-18.0,3L,0,,4
132,Jacksonville State,1,3,0.25,-16.699,-2.434,-0.2923,-18.0,1L,0,,4
133,South Carolina,1,3,0.25,-17.918,-4.872,-0.3803,26.7,3L,0,,4
134,Utah State,0,3,0.0,-18.679,0.774,-0.4765,-18.0,3L,0,,3
135,Minnesota,0,3,0.0,-18.825,7.147,-0.277,-14.0,3L,0,,3
136,Miami University,1,2,0.333,-19.696,-3.928,-0.2465,-12.0,1W,0,,3
137,Akron,1,3,0.25,-22.021,-3.577,-0.3063,-18.0,3L,0,,4
