Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
56,Liberty,3,0,1.0,4.88,-8.086,0.3075,6.0,3W,0,,3
57,North Texas,3,0,1.0,4.22,-14.741,0.1526,4.0,3W,0,,3
58,Purdue,2,1,0.667,4.194,-4.125,0.0775,-1.0,1W,0,,3
59,Texas,1,1,0.5,3.662,5.812,0.1444,1.0,1L,0,,2
60,Boston College,2,1,0.667,3.646,-17.222,-0.2207,-33.4,2W,0,,3
61,Central Michigan,2,1,0.667,3.342,-11.829,-0.1315,-25.5,1W,0,,3
62,Clemson,1,1,0.5,2.875,-9.765,-0.1937,-2.0,1W,0,,2
63,Auburn,2,1,0.667,2.452,-8.275,-0.0399,-1.0,1L,1,#16,3
64,Memphis,1,1,0.5,2.398,-5.718,-0.0775,-2.0,1L,0,,2
65,Arizona,3,0,1.0,1.953,-15.942,0.1268,2.0,3W,0,,3
66,Hawai'i,2,1,0.667,1.895,-6.057,0.0399,-5.0,2W,0,,3
67,Troy,1,2,0.333,1.164,-0.854,-0.1667,-28.7,1L,0,,3
68,Georgia Tech,1,1,0.5,0.737,4.96,0.0423,-2.0,1W,0,,2
69,Missouri State,2,1,0.667,0.64,-6.568,0.0211,-5.0,1W,0,,3
70,Fresno State,3,0,1.0,0.632,-8.583,0.2746,6.0,3W,0,,3
71,Arkansas State,1,2,0.333,-0.0,-0.514,-0.1831,-29.6,1W,0,,3
72,James Madison,2,1,0.667,-0.206,-11.593,-0.0915,-5.0,1W,0,,3
73,Iowa,1,1,0.5,-0.861,-10.236,-0.2746,-24.4,1W,0,,2
74,Eastern Michigan,2,1,0.667,-0.928,-1.037,0.1315,16.7,2W,0,,3
75,Florida State,1,1,0.5,-1.017,2.452,0.0669,1.0,1L,0,,2
76,North Carolina,1,1,0.5,-1.146,-8.806,-0.2183,-2.0,1W,0,,2
77,Kennesaw State,1,2,0.333,-1.211,-2.936,-0.2394,-30.4,1L,0,,3
78,Texas State,2,1,0.667,-1.285,-10.418,-0.0822,-29.0,1W,0,,3
79,Washington,2,1,0.667,-1.641,-4.462,0.0728,1.0,2W,0,,3
80,Southern Mississippi,2,1,0.667,-1.72,-5.288,0.0446,-5.0,1W,0,,3
81,UCF,2,1,0.667,-2.059,-3.964,0.0892,16.7,1L,0,,3
82,Oklahoma,2,1,0.667,-2.217,-8.282,0.0305,0.0,1L,0,,3
83,Syracuse,2,1,0.667,-2.327,-1.836,0.1268,22.0,2W,0,,3
84,Kent State,1,1,0.5,-2.39,-12.293,-0.3063,-25.2,1L,0,,2
85,Florida International,1,2,0.333,-2.913,-3.673,-0.2512,-26.6,2L,0,,3
86,California,1,2,0.333,-2.991,-7.829,-0.3263,-12.0,1W,0,,3
87,Cincinnati,1,2,0.333,-3.047,5.393,-0.0258,-11.0,1W,0,,3
88,Massachusetts,1,2,0.333,-3.391,4.036,-0.0493,-8.0,2L,0,,3
89,Kansas State,1,2,0.333,-3.731,-0.643,-0.2066,-31.2,1W,0,,3
90,Northwestern,2,1,0.667,-3.831,-2.176,0.108,20.8,2W,0,,3
91,Iowa State,1,2,0.333,-3.877,10.399,0.0728,12.8,1L,0,,3
92,Ball State,1,2,0.333,-4.406,-0.66,-0.1737,-12.0,1L,0,,3
93,UTEP,2,1,0.667,-4.659,-8.499,-0.0305,-5.0,1W,0,,3
94,Georgia Southern,1,2,0.333,-4.695,0.764,-0.1315,-8.0,2L,0,,3
95,Louisiana,1,2,0.333,-4.862,1.762,-0.1033,-12.0,1W,0,,3
96,Georgia State,1,2,0.333,-5.208,2.403,-0.0986,-5.0,1L,0,,3
97,Charlotte,2,1,0.667,-6.214,-1.609,0.1385,20.2,1L,0,,3
98,Temple,1,2,0.333,-6.406,2.674,-0.108,18.3,1W,0,,3
99,Missouri,0,2,0.0,-6.637,11.212,-0.2077,-8.0,2L,0,,2
100,Death Valley,1,2,0.333,-7.048,-5.277,-0.2887,-35.4,2L,0,,3
101,Delaware,2,2,0.5,-7.709,-4.432,-0.1074,12.8,2W,0,,4
102,Middle Tennessee,2,1,0.667,-7.802,-1.452,0.1103,-3.0,1W,0,,3
103,Boise State,1,2,0.333,-8.307,-7.795,-0.338,-11.0,1L,0,,3
104,UTSA,2,1,0.667,-9.179,-4.205,0.0587,29.9,1W,0,,3
105,Washington State,1,2,0.333,-9.192,0.435,-0.1596,-9.0,2L,0,,3
106,South Alabama,1,1,0.5,-9.539,-16.592,-0.412,-27.6,1W,0,,2
107,Tulsa,2,1,0.667,-9.684,-4.549,0.0681,-3.0,1L,0,,3
108,Louisville,1,2,0.333,-9.748,1.99,-0.1033,-12.0,1W,0,,3
109,San Diego State,1,1,0.5,-11.191,-2.897,-0.0458,-6.0,1L,0,,2
110,NC State,0,2,0.0,-11.273,15.939,-0.1056,-4.0,2L,0,,2
111,Maryland,1,2,0.333,-11.595,-1.704,-0.2019,-12.0,2L,0,,3
112,Appalachian State,1,2,0.333,-11.909,-3.666,-0.2606,33.7,2L,0,,3
113,Oregon State,1,2,0.333,-12.506,-0.86,-0.1995,-8.0,2L,0,,3
114,Western Kentucky,1,2,0.333,-12.692,-6.564,-0.3099,-3.0,2L,0,,3
115,Miami,1,3,0.25,-13.223,3.54,-0.1989,-5.0,1W,0,,4
116,Western Michigan,0,2,0.0,-13.504,-4.522,-0.6127,-12.0,2L,0,,2
117,UConn,2,3,0.4,-13.729,3.228,-0.0197,54.8,3L,0,,5
118,Jacksonville State,1,2,0.333,-14.02,-3.887,-0.2535,-12.0,1W,0,,3
119,Illinois,1,1,0.5,-14.137,-19.787,-0.4401,3.0,1W,0,,2
120,Old Dominion,1,2,0.333,-14.805,-11.458,-0.4413,-5.0,1L,0,,3
121,UL Monroe,1,2,0.333,-14.937,-9.054,-0.3427,-12.0,2L,0,,3
122,Utah,0,3,0.0,-15.003,-1.187,-0.5352,-8.0,3L,0,,3
123,Rice,1,2,0.333,-15.245,0.33,-0.1408,-12.0,2L,0,,3
124,Akron,1,2,0.333,-15.866,2.421,-0.0728,-12.0,2L,0,,3
125,Coastal Carolina,0,3,0.0,-15.998,4.824,-0.385,-18.0,3L,0,,3
126,Arkansas,0,2,0.0,-16.215,16.055,-0.1021,-4.0,2L,0,,2
127,Alabaster,1,2,0.333,-16.346,-8.539,-0.3873,29.2,1W,0,,3
128,Utah State,0,3,0.0,-16.565,5.023,-0.3756,-18.0,3L,0,,3
129,South Carolina,1,2,0.333,-16.588,-11.69,-0.4531,18.4,2L,0,,3
130,Hammond,0,3,0.0,-16.979,10.862,-0.2394,-10.0,3L,0,,3
131,Colorado,1,2,0.333,-19.437,-8.055,-0.3451,-9.0,1W,0,,3
132,Minnesota,0,3,0.0,-19.565,5.689,-0.3568,-14.0,3L,0,,3
133,Army,0,2,0.0,-20.227,9.032,-0.25,-12.0,2L,0,,2
134,Virginia,0,2,0.0,-20.452,-3.417,-0.5704,-12.0,2L,0,,2
135,Gate City,0,3,0.0,-21.899,-16.979,-0.8779,-12.0,3L,0,,3
136,UNLV,0,2,0.0,-23.222,-4.959,-0.6127,-12.0,2L,0,,2
137,Miami University,0,2,0.0,-28.854,1.777,-0.4613,-12.0,2L,0,,2
