Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
58,Oklahoma State,2,0,1.0,4.748,4.526,0.5845,46.5,2W,1,#24,2
59,Clemson,1,1,0.5,3.793,-8.387,-0.1725,-2.0,1W,0,,2
60,Texas,1,1,0.5,3.667,5.364,0.1268,1.0,1L,0,,2
61,Charlotte,2,0,1.0,3.503,3.035,0.5599,6.0,2W,0,,2
62,Purdue,1,1,0.5,3.274,-0.425,0.0141,-2.0,1L,0,,2
63,Texas State,1,1,0.5,3.2,-7.571,-0.1479,-29.4,1L,0,,2
64,TCU,1,1,0.5,2.886,0.802,0.0176,-1.0,1L,0,,2
65,Kennesaw State,1,1,0.5,2.673,-12.624,-0.2817,-32.1,1W,0,,2
66,Missouri State,1,1,0.5,2.537,2.106,0.0528,-6.0,1L,0,,2
67,Missouri,0,1,0.0,2.484,7.996,-0.331,-2.0,1L,0,,1
68,Tulane,2,1,0.667,2.425,-12.119,-0.0939,-30.8,2W,0,,3
69,Central Michigan,1,1,0.5,1.385,-12.202,-0.2535,-22.9,1L,0,,2
70,Liberty,2,0,1.0,1.124,-1.722,0.4542,6.0,2W,0,,2
71,Old Dominion,1,1,0.5,1.018,-0.933,-0.0176,-3.0,1W,0,,2
72,Houston,2,0,1.0,0.954,-17.061,0.1268,1.0,2W,0,,2
73,Nebraska,1,1,0.5,0.792,5.616,0.1373,1.0,1W,1,#19,2
74,James Madison,1,1,0.5,0.014,-10.942,-0.2218,-5.0,1L,0,,2
75,Death Valley,1,1,0.5,-0.51,2.008,0.0528,-6.0,1L,0,,2
76,New Mexico State,1,1,0.5,-0.895,-11.762,-0.25,-24.1,1L,0,,2
77,Syracuse,1,1,0.5,-0.981,3.067,0.0599,18.0,1W,0,,2
78,Wisconsin,0,1,0.0,-1.345,10.341,-0.2746,-6.0,1L,0,,1
79,Penn State,1,1,0.5,-1.408,0.213,0.0035,-2.0,1L,0,,2
80,Washington,1,1,0.5,-2.47,-1.913,-0.0387,-2.0,1W,0,,2
81,Tulsa,2,0,1.0,-3.087,-14.145,0.1761,3.0,2W,0,,2
82,Boise State,1,1,0.5,-3.369,-0.708,0.0176,-5.0,1W,0,,2
83,Northwestern,1,1,0.5,-3.458,0.115,-0.007,13.1,1W,0,,2
84,Georgia Southern,1,1,0.5,-3.897,-3.764,-0.0986,-6.0,1L,0,,2
85,Ball State,1,1,0.5,-4.072,-2.113,-0.0423,-6.0,1W,0,,2
86,Boston College,1,1,0.5,-5.018,-21.008,-0.4401,-31.9,1W,0,,2
87,Eastern Michigan,1,1,0.5,-5.351,-5.673,-0.1338,-3.0,1W,0,,2
88,UL Monroe,1,1,0.5,-5.37,-9.711,-0.2113,-6.0,1L,0,,2
89,Maryland,1,1,0.5,-5.401,5.229,0.1268,-6.0,1L,0,,2
90,Hawai'i,1,1,0.5,-5.433,0.163,0.0141,-3.0,1W,0,,2
91,Western Kentucky,1,1,0.5,-6.269,-10.509,-0.2324,3.0,1L,0,,2
92,Fresno State,2,0,1.0,-6.772,-15.516,0.1444,6.0,2W,0,,2
93,Arkansas State,0,2,0.0,-6.899,11.23,-0.243,-12.0,2L,0,,2
94,Georgia State,1,1,0.5,-7.0,3.03,0.0669,1.0,1W,0,,2
95,Oregon State,1,1,0.5,-7.357,-8.685,-0.1901,-6.0,1L,0,,2
96,Florida State,1,1,0.5,-7.651,-11.274,-0.2359,-1.0,1L,0,,2
97,Washington State,1,1,0.5,-8.704,1.622,0.0317,-3.0,1L,0,,2
98,South Alabama,0,1,0.0,-9.221,-17.413,-0.8944,-28.6,1L,0,,1
99,UConn,2,2,0.5,-9.791,3.445,0.0669,52.6,2L,0,,4
100,Rice,1,1,0.5,-9.819,-3.609,-0.0669,-6.0,1L,0,,2
101,UTSA,1,1,0.5,-9.956,4.119,0.0845,32.5,1L,0,,2
102,Louisville,0,2,0.0,-10.036,13.959,-0.1866,-12.0,2L,0,,2
103,Louisiana,0,2,0.0,-10.153,12.724,-0.2148,-12.0,2L,0,,2
104,NC State,0,2,0.0,-10.514,17.002,-0.1268,-4.0,2L,0,,2
105,Virginia,0,1,0.0,-10.649,-6.269,-0.6338,-6.0,1L,0,,1
106,San Diego State,1,1,0.5,-10.69,-2.349,-0.0563,-6.0,1L,0,,2
107,Iowa State,1,1,0.5,-10.852,3.324,0.0775,1.0,1W,0,,2
108,Western Michigan,0,1,0.0,-11.057,-3.087,-0.5634,-6.0,1L,0,,1
109,Middle Tennessee,1,1,0.5,-11.254,1.522,0.0423,-6.0,1L,0,,2
110,Minnesota,0,2,0.0,-11.342,14.345,-0.1831,-12.0,2L,0,,2
111,Southern Mississippi,1,1,0.5,-11.727,-0.424,-0.0176,-6.0,1L,0,,2
112,Cincinnati,0,2,0.0,-11.819,12.391,-0.2254,-12.0,2L,0,,2
113,Hammond,0,2,0.0,-12.707,14.616,-0.1761,-4.0,2L,0,,2
114,Iowa,0,1,0.0,-12.941,-10.852,-0.7535,-6.0,1L,0,,1
115,Utah,0,2,0.0,-13.156,-13.284,-0.7958,-24.4,2L,0,,2
116,Kansas State,0,2,0.0,-13.585,2.859,-0.4366,-12.0,2L,0,,2
117,Coastal Carolina,0,2,0.0,-14.057,3.913,-0.4225,-12.0,2L,0,,2
118,California,0,2,0.0,-14.546,-6.062,-0.6232,-12.0,2L,0,,2
119,Illinois,1,1,0.5,-14.556,-21.081,-0.3592,1.0,1W,0,,2
120,Delaware,1,2,0.333,-14.557,-4.085,-0.2629,-5.0,1W,0,,3
121,Akron,1,1,0.5,-14.832,-1.636,-0.0211,-6.0,1L,0,,2
122,UTEP,1,1,0.5,-16.197,-5.366,-0.1408,18.6,1L,0,,2
123,Arkansas,0,2,0.0,-16.249,15.529,-0.1444,-4.0,2L,0,,2
124,Temple,0,2,0.0,-16.486,-1.943,-0.5423,-12.0,2L,0,,2
125,South Carolina,1,1,0.5,-17.413,-9.796,-0.2042,25.8,1L,0,,2
126,Army,0,2,0.0,-18.327,12.377,-0.2254,-12.0,2L,0,,2
127,Appalachian State,1,1,0.5,-18.593,-10.155,-0.2289,37.3,1L,0,,2
128,Jacksonville State,0,2,0.0,-18.931,7.165,-0.3556,-12.0,2L,0,,2
129,Georgia Tech,0,1,0.0,-20.471,18.09,-0.0845,-2.0,1L,0,,1
130,Alabaster,0,2,0.0,-22.033,-2.037,-0.5387,-6.0,2L,0,,2
131,Gate City,0,2,0.0,-22.467,-11.905,-0.75,-6.0,2L,0,,2
132,Colorado,0,2,0.0,-23.008,3.011,-0.4401,-12.0,2L,0,,2
133,North Carolina,0,1,0.0,-23.34,-7.651,-0.669,-2.0,1L,0,,1
134,Utah State,0,2,0.0,-23.423,-1.817,-0.5387,-12.0,2L,0,,2
135,Miami University,0,2,0.0,-24.73,9.572,-0.2817,-12.0,2L,0,,2
136,Miami,0,2,0.0,-27.908,0.213,-0.4965,-2.0,2L,0,,2
137,UNLV,0,1,0.0,-31.792,-14.556,-0.838,-6.0,1L,0,,1
