Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
87,Louisiana,4,4,0.5,-2.683,-3.316,-0.0907,9.1,3W,0,,8
88,Virginia,3,5,0.375,-2.885,-4.47,-0.2315,-43.2,2L,0,,8
89,Sam Houston,5,5,0.5,-2.899,-4.346,-0.1352,11.3,1L,0,,10
90,UTEP,5,3,0.625,-3.454,-4.357,-0.0123,14.2,2W,0,,8
91,Kent State,3,5,0.375,-3.744,-0.686,-0.1558,-39.7,2L,0,,8
92,Rapid City,4,5,0.444,-3.987,-0.478,-0.0243,12.0,4L,0,,9
93,Tennessee,2,6,0.25,-4.009,6.783,-0.0572,-11.0,6L,0,,8
94,Massachusetts,3,5,0.375,-4.063,-0.825,-0.1364,-22.0,2W,0,,8
95,Old Dominion,4,4,0.5,-4.316,-3.581,-0.1004,34.0,1W,0,,8
96,Georgia Southern,4,4,0.5,-4.356,-3.16,-0.088,-8.8,1L,0,,8
97,Tulsa,5,3,0.625,-4.362,-1.672,0.0766,49.1,2L,0,,8
98,Stanford,2,6,0.25,-4.735,0.082,-0.2491,-38.8,5L,0,,8
99,Memphis,4,4,0.5,-4.76,-0.969,-0.0,22.4,2W,0,,8
100,Air Force,4,4,0.5,-5.097,-4.143,-0.1048,21.3,1L,0,,8
101,Texas State,3,6,0.333,-5.112,-4.285,-0.295,-36.2,3L,0,,9
102,Hawaii,1,3,0.25,-5.451,-3.351,-0.3768,-32.9,3L,0,,4
103,Central Michigan,4,4,0.5,-5.562,-5.572,-0.1849,-22.3,1L,0,,8
104,Georgia State,3,6,0.333,-5.695,-3.671,-0.2582,-26.0,1W,0,,9
105,Arkansas,2,6,0.25,-5.875,6.801,-0.0519,15.5,1W,0,,8
106,Purdue,3,7,0.3,-6.074,4.503,-0.0613,-12.0,1L,0,,10
107,Missouri,3,6,0.333,-6.089,0.651,-0.1635,-14.0,1L,0,,9
108,Coastal Carolina,3,6,0.333,-6.613,-1.063,-0.1854,-30.0,3L,0,,9
109,Syracuse,4,4,0.5,-6.968,-2.384,-0.0651,28.7,1W,0,,8
110,UNLV,3,5,0.375,-7.135,-3.718,-0.2438,-41.7,3L,0,,8
111,Oregon State,3,5,0.375,-7.204,-2.357,-0.162,2.3,1L,0,,8
112,Rice,2,7,0.222,-7.389,0.939,-0.2003,1.5,3L,0,,9
113,Colorado,3,6,0.333,-7.658,-0.264,-0.1682,-0.3,1L,1,#22,9
114,Colorado State,3,7,0.3,-7.813,-2.775,-0.2641,-20.2,2L,0,,10
115,Miami University,3,4,0.429,-8.033,-0.729,-0.0775,8.2,2W,0,,7
116,Death Valley,4,4,0.5,-8.168,-4.534,-0.1461,103.4,1L,1,#15,8
117,Louisville,2,6,0.25,-8.592,0.118,-0.2456,-5.4,4L,0,,8
118,Utah,2,8,0.2,-8.889,-2.126,-0.3599,38.3,1L,1,#17,10
119,Western Michigan,4,5,0.444,-8.892,-4.289,-0.169,-14.3,2L,0,,9
120,Alabaster,3,6,0.333,-8.998,-2.944,-0.2496,28.4,1W,1,#24,9
121,Illinois,3,5,0.375,-9.264,-3.976,-0.2271,56.1,1L,1,#19,8
122,Kentucky,2,7,0.222,-9.273,5.394,-0.1338,-23.0,7L,0,,9
123,James Madison,3,6,0.333,-9.575,-3.21,-0.2457,-0.4,4L,0,,9
124,California,2,7,0.222,-9.971,1.776,-0.1659,-4.8,4L,0,,9
125,Army,3,5,0.375,-10.209,-1.366,-0.1567,47.4,1W,0,,8
126,Middle Tennessee,2,6,0.25,-10.889,2.524,-0.1673,8.9,5L,0,,8
127,UConn,4,6,0.4,-11.771,-2.69,-0.1676,57.5,2L,0,,10
128,Western Kentucky,2,7,0.222,-11.832,-0.39,-0.2621,25.0,1W,0,,9
129,Ball State,2,7,0.222,-11.928,-1.916,-0.3326,-13.4,1W,0,,9
130,Minnesota,3,5,0.375,-11.97,-2.889,-0.1919,1.4,1W,0,,8
131,Iowa,2,6,0.25,-13.014,-1.727,-0.2738,-21.0,3L,0,,8
132,UL Monroe,2,7,0.222,-13.188,-3.769,-0.374,-5.3,1W,0,,9
133,Maryland,1,8,0.111,-15.46,-2.536,-0.4499,-40.0,8L,0,,9
134,South Carolina,1,7,0.125,-15.463,3.375,-0.2931,8.6,7L,0,,8
135,Jacksonville State,1,7,0.125,-16.444,0.414,-0.3371,-42.0,5L,0,,8
136,Utah State,1,7,0.125,-16.454,0.394,-0.3389,-42.0,4L,0,,8
137,Akron,2,7,0.222,-17.228,-3.405,-0.3568,3.2,1L,0,,9
